🌐央视频道,#genre#
CCTV1,http://39.77.22.4:4002/rtp/239.253.254.77:8000
CCTV1,http://114.226.212.134:8787/rtp/239.49.8.129:6000
CCTV1,http://60.4.28.19:8077/rtp/239.253.92.83:8012
CCTV1,http://171.119.205.203:6000/rtp/226.0.2.153:9136
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.1:8008
CCTV1,http://171.8.170.140:8800/rtp/239.16.20.1:10010
CCTV1,http://114.254.39.86:8888/rtp/239.3.1.129:8008
CCTV1,http://124.112.189.92:4022/rtp/238.1.78.166:7200
CCTV1,http://39.77.22.4:4002/rtp/239.253.254.89:8000
CCTV1,http://114.226.212.134:8787/rtp/239.49.8.19:9614
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.33:8002
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.53:8060
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.81:8176
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.194:4120
CCTV1,http://115.171.216.40:4000/rtp/225.1.8.210:8068
CCTV1,http://114.226.212.135:8787/rtp/239.49.8.129:6000
CCTV1,http://39.77.22.26:4002/rtp/239.253.254.77:8000
CCTV1,http://221.220.133.38:8012/rtp/239.3.1.129:8008
CCTV1,http://1.192.246.243:8188/rtp/239.16.20.1:10010
CCTV1,http://114.226.212.135:8787/rtp/239.49.8.19:9614
CCTV1,http://39.77.22.26:4002/rtp/239.253.254.89:8000
CCTV1,http://39.77.26.109:4002/rtp/239.253.254.77:8000
CCTV1,http://39.77.26.109:4002/rtp/239.253.254.89:8000
CCTV1,http://171.38.148.188:9003/hls/1/index.m3u8
CCTV1,http://222.240.44.42:12810/newlive/live/hls/1/live.m3u8
CCTV1,http://123.175.209.118:9003/hls/1/index.m3u8
CCTV1,http://120.40.39.246:352/newlive/live/hls/1/live.m3u8
CCTV1,http://113.57.140.161:10081/newlive/live/hls/1/live.m3u8
CCTV1,http://8.138.7.223/tv/migu3.php?id=cctv1
CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000484.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000488.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000489.m3u8
CCTV1,http://120.76.248.139/live/bfgd/4200000201.m3u8
CCTV1,http://222.169.85.8:9901/tsfile/live/0001_1.m3u8
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,http://221.7.175.154:8445/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://38.75.136.137:98/gslb/dsdqbv/cctv1hd.m3u8?auth=test20251009
CCTV1,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=cctv1hd
CCTV1,http://112.30.73.119:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://112.30.73.119:229/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://120.237.39.10:9901/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&down=1
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=20260817180100bd7a5c718e0a4075af3f097a4c0ce70d&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260817180100&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20260817180100&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-9.8.1-SNAPSHOT&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=463611adccb89e49b34364f8004101d1
CCTV1,http://204.12.221.218:8181/3m1080p/cctv1.m3u8
CCTV1,http://74.91.26.218:82/live/cctv1hd.m3u8
CCTV1,http://198.204.228.26/live/cctv1hd.m3u8
CCTV1,http://bztv.tvbus.cc:8081/cdnlive/cctv1.m3u8
CCTV1,http://182.140.125.47:808/hls/1/index.m3u8
CCTV1,http://183.129.255.66:8480/hls/1/index.m3u8
CCTV1,http://113.90.154.189:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://221.226.51.220:50081/newlive/live/hls/1/live.m3u8
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.33:8002
CCTV1,https://t.freetv.fun/live/cctv-1-3.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-3.m3u8
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.210:8068
CCTV1,http://123.118.53.84:45237/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://173.208.212.130:8181/720p/cctv1.m3u8
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.81:8176
CCTV1,https://t.freetv.fun/live/cctv1-2.m3u8
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.1:8008
CCTV1,https://t.freetv.fun/live/cctv1.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-8.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-9.m3u8
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.194:4120
CCTV1,https://t.freetv.fun/live/cctv1-10.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-11.m3u8
CCTV1,https://t.freetv.fun/live/cctv1-12.m3u8
CCTV1,http://115.171.216.32:4000/rtp/225.1.8.53:8060
CCTV1,https://t.freetv.fun/live/cctv1-7.m3u8
CCTV1,http://118.122.144.115:8888/newlive/live/hls/1/live.m3u8
CCTV1,https://t.freetv.fun/live/cctv-1.m3u8
CCTV1,http://111.8.224.6:9999/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://198.204.240.250:82/live/cctv1.m3u8
CCTV1,http://69.30.245.50/live/cctv1.m3u8
CCTV1,https://t.freetv.fun/live/cctv-1-6.m3u8
