更新时间,#genre#
20251222-04-11-49,url


RespoTime,whitelist,#genre#
423.61ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.19:9614
429.22ms,CCTV1,http://116.235.57.19:4022/rtp/239.45.3.145:5140
438.32ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.201.45:8800
437.51ms,CCTV1,http://121.235.95.126:8199/rtp/239.49.8.129:6000
441.52ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
445.59ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.14:8852
450.58ms,CCTV1,http://123.191.26.168:1111/rtp/232.0.0.27:1234
444.82ms,CCTV1,http://106.118.20.104:8188/rtp/239.254.200.45:8008
469.07ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
474.03ms,CCTV1,http://114.254.38.27:18888/rtp/239.3.1.129:8008
479.11ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
486.09ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
484.71ms,CCTV1,http://106.120.13.232:4022/rtp/225.1.8.1:8008
488.58ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.2:8080
486.41ms,CCTV1,http://106.120.13.232:4022/rtp/225.1.8.126:8002
489.37ms,CCTV1,http://106.59.2.119:55555/rtp/239.200.200.117:8712
501.88ms,CCTV1,http://114.100.195.238:4022/rtp/238.1.78.166:7200
499.44ms,CCTV1,http://111.162.207.175:8686/rtp/225.1.1.120:5002
501.39ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
506.51ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
513.96ms,CCTV1,http://121.29.141.118:4022/rtp/239.253.92.83:8012
521.24ms,CCTV1,http://27.191.202.231:19999/rtp/239.254.200.45:8008
527.80ms,CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
536.05ms,CCTV1,http://106.83.116.40:8188/rtp/235.254.198.51:1480
636.50ms,CCTV1,http://171.113.210.161:4022/rtp/239.254.96.96:8550
297.53ms,CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
430.21ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.1:8008
433.17ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.33:8002
432.62ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.81:8176
433.21ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.126:8002
386.63ms,CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
445.27ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.210:8068
388.02ms,CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
382.20ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
392.56ms,CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
474.09ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.53:8060
417.30ms,CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
477.54ms,CCTV1,http://115.171.216.84:4000/rtp/225.1.8.194:4120
436.00ms,CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
485.64ms,CCTV1,https://stream1.freetv.fun/cctv1-44.m3u8
687.80ms,CCTV1,https://stream1.freetv.fun/cctv1-47.m3u8
693.24ms,CCTV1,https://stream1.freetv.fun/cctv1-62.m3u8
675.93ms,CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-2.m3u8
531.98ms,CCTV1,http://124.116.183.146:9901/tsfile/live/0001_1.m3u8
678.95ms,CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
322.42ms,CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
392.43ms,CCTV1,http://113.90.245.216:85/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
782.75ms,CCTV1,http://120.211.62.180:8000/hls/1/index.m3u8
405.47ms,CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
428.26ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
477.70ms,CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
474.19ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
478.60ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
906.99ms,CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
421.80ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
432.67ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
259.34ms,CCTV1,https://stream1.freetv.fun/cctv1-25.ctv
470.95ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
467.47ms,CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
411.79ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.3.145:5140
416.89ms,CCTV1,http://112.254.55.106:22222/rtp/239.253.254.77:8000
408.10ms,CCTV1,http://116.237.37.244:8888/rtp/239.45.1.21:5140
252.48ms,CCTV1,https://stream1.freetv.fun/cctv1-1.ctv
248.20ms,CCTV1,https://stream1.freetv.fun/cctv1-41.ctv
625.04ms,CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1%E7%BB%BC%E5%90%88&auth=666858
1547.12ms,CCTV1,https://stream1.freetv.fun/cctv1-79.ctv
416.36ms,CCTV1,http://182.123.208.170:12345/rtp/225.1.4.73:1102
417.94ms,CCTV1,http://144.255.32.94:8288/rtp/239.21.1.120:5002
1181.81ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
429.15ms,CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-1.m3u8
265.83ms,CCTV1,https://stream1.freetv.fun/cctv1-15.ctv
695.38ms,CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
1216.25ms,CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
379.03ms,CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
440.47ms,CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv
251.86ms,CCTV1,https://stream1.freetv.fun/cctv1-63.ctv
1861.30ms,CCTV1,https://stream1.freetv.fun/cctv1-74.ctv
382.46ms,CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
1055.46ms,CCTV1,http://yp.qqqtv.top/bc/bc.php?id=CCTV-1+%E7%BB%BC%E5%90%88&auth=66615415
403.58ms,CCTV2,http://114.100.195.238:4022/rtp/238.1.78.235:7752
543.30ms,CCTV1,https://piccpndali.v.myalicdn.com/audio/cctv1_2.m3u8
432.11ms,CCTV2,http://123.191.26.168:1111/rtp/232.0.0.135:1234
440.47ms,CCTV2,http://114.254.38.27:18888/rtp/239.3.1.60:8084
474.99ms,CCTV1,http://144.255.32.94:8288/rtp/239.21.1.1:5002
450.23ms,CCTV2,http://106.83.116.40:8188/rtp/235.254.198.52:1484
702.13ms,CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
2077.23ms,CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
2081.91ms,CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
1720.65ms,CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
1169.52ms,CCTV1,http://hmfs.f3322.net:3388/hls/1/index.m3u8
476.30ms,CCTV2,http://115.171.216.39:4000/rtp/225.1.8.2:8084
467.31ms,CCTV2,http://27.191.202.231:19999/rtp/239.254.200.158:6000
1888.05ms,CCTV1,http://bxtv.3a.ink/api.php?id=cctv1
258.11ms,CCTV2,https://stream1.freetv.fun/cctv2-65.m3u8
502.46ms,CCTV2,http://121.29.141.118:4022/rtp/239.253.92.190:6065
2320.73ms,CCTV1,https://migu.188766.xyz/?migutoken=ea00510ce7092447a39c6c1a8a30f447&id=CCTV1&type=yy
482.60ms,CCTV2,http://171.113.210.161:4022/rtp/239.69.1.102:10250
426.16ms,CCTV2,http://116.235.57.19:4022/rtp/239.45.3.208:5140
514.87ms,CCTV2,http://111.162.207.175:8686/rtp/225.1.1.133:5002
400.48ms,CCTV2,http://121.235.95.126:8199/rtp/239.49.8.50:9802
464.81ms,CCTV2,http://106.118.20.104:8188/rtp/239.254.200.158:6000
431.64ms,CCTV2,http://115.171.216.84:4000/rtp/225.1.8.2:8084
474.84ms,CCTV2,http://106.120.13.232:4022/rtp/225.1.8.2:8084
264.33ms,CCTV2,https://stream1.freetv.fun/cctv-2gao-qing-3.m3u8
451.10ms,CCTV2,https://stream1.freetv.fun/cctv2-72.m3u8
342.90ms,CCTV2,http://120.211.62.180:8000/hls/2/index.m3u8
201.23ms,CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2
473.97ms,CCTV2,http://58.57.40.22:9901/tsfile/live/1001_1.m3u8
405.07ms,CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
476.80ms,CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8
443.57ms,CCTV2,https://stream1.freetv.fun/tv2-4.m3u8
381.49ms,CCTV2,http://113.90.245.216:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
548.72ms,CCTV2,http://112.123.206.32:808/hls/2/index.m3u8
935.22ms,CCTV2,https://stream1.freetv.fun/cctv2-12.ctv
461.30ms,CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
416.37ms,CCTV2,http://153.0.171.163:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
735.34ms,CCTV2,https://migu.188766.xyz/?migutoken=599c110e2818f9aca65635c52cd38cb8&id=CCTV2&type=yy
937.15ms,CCTV2,http://183.11.239.36:808/hls/20/index.m3u8
431.40ms,CCTV2,http://115.171.80.250:1688/rtp/225.1.8.2:8084
824.78ms,CCTV2,https://migu.188766.xyz/?migutoken=8565a6985b62542a73af0cffdf491ff8&id=CCTV2&type=yy
889.67ms,CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8
609.06ms,CCTV2,http://bxtv.3a.ink/api.php?id=cctv2
1103.17ms,CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
1474.89ms,CCTV2,http://121.235.95.126:8199/rtp/239.49.8.130:6000
853.58ms,CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
316.28ms,CCTV2,http://112.27.235.94:8000/hls/2/index.m3u8
1471.19ms,CCTV2,https://stream1.freetv.fun/cctv2-20.ctv
241.71ms,CCTV2,https://stream1.freetv.fun/cctv2-49.ctv
252.84ms,CCTV2,https://stream1.freetv.fun/cctv2-30.m3u8
258.33ms,CCTV2,https://stream1.freetv.fun/cctv2-63.ctv
388.38ms,CCTV2,http://116.237.37.244:8888/rtp/239.45.3.208:5140
440.72ms,CCTV2,https://stream1.freetv.fun/cctv2-55.m3u8
414.11ms,CCTV2,http://182.123.208.170:12345/rtp/225.1.4.74:1103
444.43ms,CCTV2,http://111.199.0.19:4022/rtp/239.3.1.60:8084
447.23ms,CCTV2,http://144.255.32.94:8288/rtp/239.21.1.151:5002
923.57ms,CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
812.34ms,CCTV2,http://yp.qqqtv.top/bc/bc.php?id=CCTV-2+%E8%B4%A2%E7%BB%8F&auth=66615415
388.43ms,CCTV2,http://183.222.242.31:8088/hls/2/index.m3u8
484.16ms,CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
2742.01ms,CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
1751.71ms,CCTV2,http://218.17.33.178:53290/tsfile/live/1002_1.m3u8?key=txiptv
388.10ms,CCTV2,http://183.220.107.138:4022/rtp/239.11.0.108:5140
461.20ms,CCTV3,http://114.100.195.238:4022/rtp/238.1.78.170:7232
405.45ms,CCTV3,http://114.254.38.27:18888/rtp/239.3.1.172:8001
487.46ms,CCTV3,http://123.191.26.168:1111/rtp/232.0.0.170:1234
428.56ms,CCTV3,http://115.171.216.39:4000/rtp/225.1.8.88:8000
489.04ms,CCTV3,http://106.83.116.40:8188/rtp/235.254.198.53:1488
763.38ms,CCTV2,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
464.43ms,CCTV3,http://27.191.202.231:19999/rtp/239.254.201.152:7205
500.35ms,CCTV3,http://121.29.141.118:4022/rtp/239.253.92.191:6057
466.48ms,CCTV3,http://171.113.210.161:4022/rtp/239.69.1.122:10370
442.23ms,CCTV3,http://116.235.57.19:4022/rtp/239.45.1.68:5140
395.37ms,CCTV3,http://121.235.95.126:8199/rtp/239.49.1.3:6000
246.87ms,CCTV3,https://stream1.freetv.fun/cctv3-34.m3u8
532.87ms,CCTV3,http://111.162.207.175:8686/rtp/225.1.1.158:5002
246.61ms,CCTV3,https://stream1.freetv.fun/cctv-3gao-qing-2.m3u8
468.20ms,CCTV3,http://106.118.20.104:8188/rtp/239.254.201.152:7205
468.43ms,CCTV3,http://106.120.13.232:4022/rtp/225.1.8.88:8000
477.09ms,CCTV3,http://115.171.216.84:4000/rtp/225.1.8.88:8000
264.60ms,CCTV3,https://stream1.freetv.fun/cctv3-62.m3u8
258.85ms,CCTV3,https://stream1.freetv.fun/cctv3-50.m3u8
1470.83ms,CCTV2,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv
279.00ms,CCTV3,https://stream1.freetv.fun/cctv3-6.m3u8
5432.27ms,CCTV1,https://stream1.freetv.fun/cctv1-29.ctv
391.41ms,CCTV3,http://183.11.239.36:808/hls/91/index.m3u8
210.24ms,CCTV3,https://iptv.catvod.com/live.php?id=CCTV-3
449.70ms,CCTV3,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
260.49ms,CCTV3,https://stream1.freetv.fun/tv3-2.m3u8
389.07ms,CCTV3,http://113.57.93.165:9900/tsfile/live/0003_1.m3u8
415.59ms,CCTV3,http://113.15.109.216:59901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
621.86ms,CCTV3,http://www.cdnstv.com:6398/hls/3/index.m3u8
447.95ms,CCTV3,http://112.132.10.54:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
387.79ms,CCTV3,http://113.90.245.216:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
1083.72ms,CCTV3,https://stream1.freetv.fun/cctv3-9.ctv
533.91ms,CCTV3,http://124.116.183.146:9901/tsfile/live/0003_1.m3u8
723.59ms,CCTV3,https://migu.188766.xyz/?migutoken=f115dfbec7a6bf3e44a33d110f1ce62f&id=CCTV3&type=yy
1305.56ms,CCTV3,https://stream1.freetv.fun/cctv3-65.ctv
454.78ms,CCTV3,http://153.0.171.163:9901/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0
557.41ms,CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
572.30ms,CCTV3,http://bxtv.3a.ink/api.php?id=cctv3
809.45ms,CCTV3,http://yp.qqqtv.top/1/api.php?id=CCTV-3HD&auth=666858
469.87ms,CCTV3,http://115.171.80.250:1688/rtp/225.1.8.88:8000
864.65ms,CCTV3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
251.50ms,CCTV3,https://stream1.freetv.fun/cctv3-56.m3u8
1740.69ms,CCTV3,http://gmxw.7766.org:808/hls/91/index.m3u8
323.84ms,CCTV3,http://yp.qqqtv.top/1/api.php?id=CCTV-3%E7%BB%BC%E8%89%BA&auth=666858
1039.68ms,CCTV3,http://sh.lnott.top:880/dx03.m3u8
246.41ms,CCTV3,https://stream1.freetv.fun/cctv3-13.ctv
496.25ms,CCTV3,https://piccpndali.v.myalicdn.com/audio/cctv3_2.m3u8
246.98ms,CCTV3,https://stream1.freetv.fun/ipv6-cctv3-58.m3u8
443.27ms,CCTV3,http://yp.qqqtv.top/bc/bc.php?id=CCTV-3+%E7%BB%BC%E8%89%BA&auth=66615415
248.81ms,CCTV3,https://stream1.freetv.fun/cctv-3gao-qing-3.m3u8
385.63ms,CCTV3,http://183.220.107.138:4022/rtp/239.11.0.101:5140
446.93ms,CCTV3,https://stream1.freetv.fun/cctv3-15.m3u8
422.92ms,CCTV3,http://144.255.32.94:8288/rtp/239.21.1.3:5002
321.72ms,CCTV3,http://112.27.235.94:8000/hls/3/index.m3u8
442.29ms,CCTV3,http://125.80.158.137:7788/rtp/235.254.198.53:1488
774.00ms,CCTV3,https://migu.188766.xyz/?migutoken=8ca6ecf6cc7a750756978de10a9afd4c&id=CCTV3&type=yy
441.87ms,CCTV3,http://183.222.242.31:8088/hls/3/index.m3u8
462.34ms,CCTV4,http://114.100.195.238:4022/rtp/238.1.78.236:7760
