更新时间,#genre#
20260209-05-17-19,url


blacklist,#genre#
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260208174247cff2df8963984f509b82a6565d4bbcb3&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260208174247&Channel_ID=0116_2600036500-99000-201600010014571&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=124.236.97.170&SecurityKey=20260208174247&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=2e0d9dd00143c0b2d2b9739fe26ffbfa&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260208174349005b27b280c04a9eb655bf7199c4dcf8&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260208174349&Channel_ID=0116_2600036500-99000-201600010014573&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=124.236.97.163&SecurityKey=20260208174349&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d3132c647eb261692841da82e4862dae&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=202602081743183481a233b18b45ba81879244bd978f7f&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260208174318&Channel_ID=0116_2600036500-99000-201600010014572&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=124.236.97.162&SecurityKey=20260208174318&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=af563fb1a261e68894d32fe25ea719b6&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=2026020817445172661bd6802c4659bcb93c2fa74da805&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260208174451&Channel_ID=0116_2600036500-99000-201600010014575&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=124.236.97.165&SecurityKey=20260208174451&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=bb976b9ccc86a03880dd78086b6f7a00&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=2026020817441979175bf5e51d411eb1a833ddc3ea714e&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260208174419&Channel_ID=0116_2600036500-99000-201600010014574&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=124.236.97.164&SecurityKey=20260208174419&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=3dca82976f4c5dbaec0b50e92cd5d075&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20260209040203e8e9c9b9dcaa4248afa45fdd2df5746c&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20260209040203&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20260209040203&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=75ae965d4f983ac06743d5af522e914c
CCTV1,http://113.44.65.227:1234/608807420
CCTV2,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20260208173840cc978dfe1a9542d7bdb4575292d1ffb6&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260208173840&Channel_ID=0116_2600036500-99000-201600010014563&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.12.70.115&SecurityKey=20260208173840&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=6d3cf231d9878b7726ef531694789b02&sv=10004&ct=android
CCTV2,http://pull-flv-f1.douyincdn.com/media/stream-695106910011261612.flv?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260201084152FCA02A28E82C926FE0D6-TkujMo&unique_id=stream-695106910011261612_684_flv&wsSecret=52d181562d8e2a5dee20184a94272ef3&wsTime=697ea150
CCTV2,http://pull-hls-f1.douyincdn.com/media/stream-695106910011261612/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-20260201084152FCA02A28E82C926FE0D6-TkujMo&wsSecret=85bb061c39ad9227e9c420993c2e56b8&wsTime=697ea150
CCTV2,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20260209040203b4021c89b1db4b0d96f672b72b3d3967&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20260209040203&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20260209040203&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=255c6fa7840c93dcf84cd909618490b2
CCTV2,http://113.44.65.227:1234/631780532
CCTV1,http://223.198.240.9:4000/rtp/239.253.64.120:5140
CCTV1,http://114.254.34.140:18888/rtp/239.3.1.129:8008
CCTV1,http://114.100.195.104:4022/rtp/238.1.78.166:7200
CCTV1,http://123.191.12.76:1111/rtp/232.0.0.27:1234
CCTV1,http://27.191.203.215:19999/rtp/239.254.200.45:8008
CCTV1,http://106.59.3.233:55555/rtp/239.200.200.117:8712
CCTV1,http://sxtylt.sohu.blog:9003/hls/1/index.m3u8
CCTV1,http://106.59.3.233:55555/rtp/239.200.200.2:8080
CCTV1,http://106.59.3.233:55555/rtp/239.200.200.14:8852
CCTV1,http://106.59.3.233:55555/rtp/239.200.201.45:8800
CCTV1,http://111.113.89.184:2000/rtp/239.121.4.113:8636
CCTV1,http://111.162.204.109:8686/rtp/225.1.1.120:5002
CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
CCTV1,http://183.220.107.138:4022/rtp/239.11.0.65:5140
CCTV2,http://pull-flv-f11.douyincdn.com/media/stream-695106910011261612.flv?arch_hrchy=w1&exp_hrchy=w1&expire=1770014656&major_anchor_level=common&sign=48f3509f25d6d54030f37837f0882293&t_id=037-202601261444154AF9E571813B527DA2AA-HGx1i8&unique_id=stream-695106910011261612_684_flv
CCTV2,http://bxtv.3a.ink/api.php?id=cctv2
CCTV3,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=20260208173809b30e4c45db1f4ecdacc2bc980cd04c5c&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20260208173809&Channel_ID=0116_2600036500-99000-201600010014562&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=218.12.70.114&SecurityKey=20260208173809&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-9.1.1.3-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=bf5ba7df4bb2d4142a7fa5b339288d44&sv=10004&ct=android
CCTV2,http://117.30.58.100:18888/rtp/239.61.2.174:9032
CCTV2,http://pull-hls-f1.douyincdn.com/media/stream-695106910011261612/playlist.m3u8?arch_hrchy=w1&exp_hrchy=w1&keeptime=00093a80&major_anchor_level=common&t_id=037-202602060901440319625F0A338763618F-7sT6Ki&wsSecret=3dac956b4fbe07d7ef6dfef53eaa5ab2&wsTime=69853d78
