更新时间,#genre#
20251215-07-21-42,url


whitelist,#genre#
CCTV1,http://114.254.35.130:18888/rtp/239.3.1.129:8008
CCTV1,http://223.198.242.217:4000/rtp/239.253.64.120:5140
CCTV1,http://106.59.2.72:55555/rtp/239.200.200.2:8080
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.210:8068
CCTV1,http://123.191.15.105:1111/rtp/232.0.0.27:1234
CCTV1,http://106.59.2.72:55555/rtp/239.200.201.45:8800
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.194:4120
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.81:8176
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.53:8060
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.1:8008
CCTV1,http://111.113.89.137:2000/rtp/239.121.4.113:8636
CCTV1,http://114.107.45.103:8188/rtp/238.1.78.166:7200
CCTV1,http://121.235.95.126:8199/rtp/239.49.8.129:6000
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.33:8002
CCTV1,http://27.191.202.231:19999/rtp/239.254.200.45:8008
CCTV1,http://180.105.201.157:9981/rtp/239.49.8.129:6000
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.1:8008
CCTV1,http://115.171.216.99:4000/rtp/225.1.8.126:8002
CCTV1,http://111.227.194.26:4022/rtp/239.254.200.45:8008
CCTV1,http://121.29.141.118:4022/rtp/239.253.92.83:8012
CCTV1,http://171.113.208.108:4022/rtp/239.254.96.96:8550
CCTV1,http://223.167.230.129:4022/rtp/239.45.3.145:5140
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.33:8002
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.81:8176
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.2:8080
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8
CCTV1,http://106.59.2.207:55555/rtp/239.200.201.45:8800
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.33:8002
CCTV1,http://106.59.2.207:55555/rtp/239.200.200.117:8712
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.126:8002
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.1:8008
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.126:8002
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.194:4120
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.53:8060
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.210:8068
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.81:8176
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.210:8068
CCTV1,http://58.57.40.22:9901/tsfile/live/0001_1.m3u8
CCTV1,http://112.123.206.32:808/hls/1/index.m3u8
CCTV1,http://114.100.195.46:4022/rtp/238.1.78.166:7200
CCTV1,http://116.235.57.22:4022/rtp/239.45.3.145:5140
CCTV1,http://113.15.109.216:59901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://106.59.2.72:55555/rtp/239.200.200.117:8712
CCTV1,http://180.105.201.157:9981/rtp/239.49.8.19:9614
CCTV1,http://183.11.239.36:808/hls/19/index.m3u8
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://115.171.80.250:1688/rtp/225.1.8.53:8060
CCTV1,http://121.235.95.126:8199/rtp/239.49.8.19:9614
CCTV1,http://116.237.37.244:8888/rtp/239.45.3.145:5140
CCTV1,http://116.237.37.244:8888/rtp/239.45.1.21:5140
CCTV1,http://112.254.55.106:22222/rtp/239.253.254.77:8000
CCTV1,http://183.215.134.239:19901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://www.cdnstv.com:6398/hls/1/index.m3u8
CCTV1,http://115.171.216.39:4000/rtp/225.1.8.194:4120
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=7653cf8ec6440c201ccd67dfdbdd9a4c8401078f6b4cef8fc9258c372e1780fa8e3c5de722f5ac2cda4bd2291ccdf287a6caaac860219844ccf49b78b010dec5742f609b951e599c4b873bf8ad
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,http://play.kankanlive.com/live/1698234869325962.m3u8
CCTV1,http://bxtv.3a.ink/api.php?id=cctv1
CCTV1,http://play.kankanlive.com/live/1661761962676984.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-1.ctv
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,https://stream1.freetv.fun/cctv-1gao-qing-1.m3u8
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://113.57.93.165:9900/tsfile/live/0001_1.m3u8
CCTV1,https://stream1.freetv.fun/cctv1-15.ctv
CCTV1,http://218.17.33.178:53290/tsfile/live/1001_1.m3u8?key=txiptv
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
CCTV1,https://stream1.freetv.fun/cctv1-41.ctv
CCTV1,http://183.220.107.138:4022/rtp/239.11.0.130:5140
CCTV1,https://stream1.freetv.fun/cctv1-25.ctv
